fixture_id	probe_slot	system	argv	declared_reads	fixture_sha256	binary_sha256	exit_status	stdout_sha256
candidate-linear-luma-alpha-first-square-fill	epsilon_before_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	fa40dfbfdd0b5748c99d9d6ee98e413da31d034cdc0ece306bdeacd914153bd7	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-first-square-fill	epsilon_before_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-first-square-fill.typ;target/debug/typst	fa40dfbfdd0b5748c99d9d6ee98e413da31d034cdc0ece306bdeacd914153bd7	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-first-square-fill	endpoint_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	fa40dfbfdd0b5748c99d9d6ee98e413da31d034cdc0ece306bdeacd914153bd7	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-first-square-fill	endpoint_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-first-square-fill.typ;target/debug/typst	fa40dfbfdd0b5748c99d9d6ee98e413da31d034cdc0ece306bdeacd914153bd7	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-last-tall-fill	endpoint_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-last-tall-fill	endpoint_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;target/debug/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-last-tall-fill	epsilon_after_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-last-tall-fill	epsilon_after_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;target/debug/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-last-tall-fill	epsilon_before_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-last-tall-fill	epsilon_before_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;target/debug/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-last-tall-fill	endpoint_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-last-tall-fill	endpoint_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;target/debug/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-last-tall-fill	epsilon_after_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-last-tall-fill	epsilon_after_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;target/debug/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-last-tall-fill	epsilon_before_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-last-tall-fill	epsilon_before_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;target/debug/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	1c2ed25f12c787c03dfc713f7680e8f27020089a649decc7b57f3dfab7770f96
candidate-linear-luma-alpha-last-tall-fill	endpoint_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-last-tall-fill	endpoint_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,angle:-90deg)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-last-tall-fill.typ;target/debug/typst	3460afda0e49a436588fb1e4b4a5c0ec6f2c51600ee841b214e2c9baabd09a33	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	1c2ed25f12c787c03dfc713f7680e8f27020089a649decc7b57f3dfab7770f96
candidate-linear-luma-alpha-mid-wide-stroke	endpoint_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-mid-wide-stroke	endpoint_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;target/debug/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_after_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_after_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;target/debug/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_before_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_before_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;target/debug/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	12d6c6c9738f8292e50c50b70640256603037280015f3c7d481691d1a8042b65
candidate-linear-luma-alpha-mid-wide-stroke	endpoint_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-mid-wide-stroke	endpoint_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;target/debug/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	12d6c6c9738f8292e50c50b70640256603037280015f3c7d481691d1a8042b65
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_after_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_after_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;target/debug/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	12d6c6c9738f8292e50c50b70640256603037280015f3c7d481691d1a8042b65
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_before_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-mid-wide-stroke	epsilon_before_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;target/debug/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-linear-luma-alpha-mid-wide-stroke	endpoint_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
