prompt_atual	consumer	consumer_count	layer	prompt_hash	consumer_hash	metadata_count	prompt_role	consumer_role	shared_claim_candidates	class	proposed_owner_prompt	proposed_nucleus	decision	evidence
00_nucleo/prompts/compiler/stdlib/foundations.md	01_core/src/compiler/eval/repr.rs	2	01_core	3742d7d0	333feb71	1	hub de foundations misturado com repr	P421 — `repr()` exaustivo para `Value`, `Content` e `Selector`.	sem claim comum necessária	A	00_nucleo/prompts/compiler/eval/repr.md	-	individualize_owner	00_nucleo/prompts/compiler/stdlib/foundations.md:16;00_nucleo/prompts/compiler/stdlib/foundations.md:61;01_core/src/compiler/eval/repr.rs:1;01_core/src/compiler/eval/repr.rs:24
00_nucleo/prompts/compiler/stdlib/foundations.md	01_core/src/compiler/stdlib/foundations/mod.rs	2	01_core	3742d7d0	c19e6bc9	1	hub de foundations misturado com repr	Hub do módulo `foundations`: reexportação dos nós.	sem claim comum necessária	A	00_nucleo/prompts/compiler/stdlib/foundations.md	-	individualize_owner	00_nucleo/prompts/compiler/stdlib/foundations.md:16;00_nucleo/prompts/compiler/stdlib/foundations.md:61;01_core/src/compiler/stdlib/foundations/mod.rs:1;01_core/src/compiler/stdlib/foundations/mod.rs:11
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/introspect/heading.rs	29	01_core	0eb7d4e6	0e2d13b7	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P383): a lógica de introspeção por-elemento de	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/introspect/heading.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/introspect/heading.rs:1;01_core/src/compiler/introspect/heading.rs:25
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/introspect/labelled.rs	29	01_core	0eb7d4e6	ee1c1124	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P383): a lógica de introspeção por-elemento de	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/introspect/labelled.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/introspect/labelled.rs:1;01_core/src/compiler/introspect/labelled.rs:23
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/block.rs	29	01_core	0eb7d4e6	e857945c	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P376): o layout de `Block` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/block.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/block.rs:1;01_core/src/compiler/layout/block.rs:19
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/boxed.rs	29	01_core	0eb7d4e6	0ea54fd2	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P376): o layout de `Boxed` (Box inline) movido do	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/boxed.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/boxed.rs:1;01_core/src/compiler/layout/boxed.rs:17
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/cite.rs	29	01_core	0eb7d4e6	9cf81b2e	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P381): o layout de `Cite` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/cite.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/cite.rs:1;01_core/src/compiler/layout/cite.rs:25
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/colbreak.rs	29	01_core	0eb7d4e6	37364771	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `Colbreak` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/colbreak.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/colbreak.rs:1;01_core/src/compiler/layout/colbreak.rs:16
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/curve.rs	29	01_core	0eb7d4e6	4526f641	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P513): o layout de `Content::Curve` move-se para o	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/curve.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/curve.rs:1;01_core/src/compiler/layout/curve.rs:19
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/decorations.rs	29	01_core	0eb7d4e6	6fe5abd1	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P378): o layout das decorações de texto	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/decorations.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/decorations.rs:1;01_core/src/compiler/layout/decorations.rs:21
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/divider.rs	29	01_core	0eb7d4e6	d3fbccfa	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P381): o layout de `Divider` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/divider.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/divider.rs:1;01_core/src/compiler/layout/divider.rs:19
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/grid_cell.rs	29	01_core	0eb7d4e6	eccb5d14	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `GridCellElem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/grid_cell.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/grid_cell.rs:1;01_core/src/compiler/layout/grid_cell.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/grid_footer.rs	29	01_core	0eb7d4e6	ed19209d	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `GridFooterElem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/grid_footer.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/grid_footer.rs:1;01_core/src/compiler/layout/grid_footer.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/grid_header.rs	29	01_core	0eb7d4e6	0b509432	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `GridHeaderElem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/grid_header.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/grid_header.rs:1;01_core/src/compiler/layout/grid_header.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/h_space.rs	29	01_core	0eb7d4e6	7fa4d1ac	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `HSpace` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/h_space.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/h_space.rs:1;01_core/src/compiler/layout/h_space.rs:22
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/hide.rs	29	01_core	0eb7d4e6	4b903b46	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P381): o layout de `Hide` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/hide.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/hide.rs:1;01_core/src/compiler/layout/hide.rs:16
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/pad.rs	29	01_core	0eb7d4e6	4b78a58f	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P376): o layout de `Pad` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/pad.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/pad.rs:1;01_core/src/compiler/layout/pad.rs:17
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/pagebreak.rs	29	01_core	0eb7d4e6	add26fd1	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `Pagebreak` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/pagebreak.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/pagebreak.rs:1;01_core/src/compiler/layout/pagebreak.rs:16
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/place.rs	29	01_core	0eb7d4e6	91f09481	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P378): o layout de `Place` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/place.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/place.rs:1;01_core/src/compiler/layout/place.rs:19
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/quote.rs	29	01_core	0eb7d4e6	31c3e431	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P381): o layout de `Quote` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/quote.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/quote.rs:1;01_core/src/compiler/layout/quote.rs:18
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/repeat.rs	29	01_core	0eb7d4e6	be0cfcdd	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `RepeatElem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/repeat.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/repeat.rs:1;01_core/src/compiler/layout/repeat.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/smartquote.rs	29	01_core	0eb7d4e6	b1fb93ac	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P381): o layout de `SmartQuote` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/smartquote.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/smartquote.rs:1;01_core/src/compiler/layout/smartquote.rs:18
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/stack.rs	29	01_core	0eb7d4e6	ec0e181e	0	plano histórico multi-feature de atomização	Layout dinâmico do container compositivo `Stack` (Passo 1121).	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/stack.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/stack.rs:1;01_core/src/compiler/layout/stack.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/table_cell.rs	29	01_core	0eb7d4e6	ac3b893b	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `TableCellElem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/table_cell.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/table_cell.rs:1;01_core/src/compiler/layout/table_cell.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/table_footer.rs	29	01_core	0eb7d4e6	6eceac77	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `TableFooterElem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/table_footer.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/table_footer.rs:1;01_core/src/compiler/layout/table_footer.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/table_header.rs	29	01_core	0eb7d4e6	f51f1668	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `TableHeaderElem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/table_header.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/table_header.rs:1;01_core/src/compiler/layout/table_header.rs:15
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/term_item.rs	29	01_core	0eb7d4e6	2c562603	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `TermItem` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/term_item.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/term_item.rs:1;01_core/src/compiler/layout/term_item.rs:19
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/terms.rs	29	01_core	0eb7d4e6	4ddf0030	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `Terms` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/terms.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/terms.rs:1;01_core/src/compiler/layout/terms.rs:16
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/text.rs	29	01_core	0eb7d4e6	0a6f12ce	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P381): o layout de `Text` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/text.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/text.rs:1;01_core/src/compiler/layout/text.rs:20
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/transform.rs	29	01_core	0eb7d4e6	7e33eb51	0	plano histórico multi-feature de atomização	Layout de transformações afins (`#rotate`, `#scale`, `#skew`, `#move`).	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/transform.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/transform.rs:1;01_core/src/compiler/layout/transform.rs:26
00_nucleo/prompts/compiler/atomizacao_elementos.md	01_core/src/compiler/layout/v_space.rs	29	01_core	0eb7d4e6	dde344a0	0	plano histórico multi-feature de atomização	Atomização (ADR-0109, P380): o layout de `VSpace` movido do monólito	forma B, delegação estática e ownership no arquivo da feature	A	00_nucleo/prompts/compiler/layout/v_space.md	00_nucleo/prompts/_nuclei/layout-atomization-form-b.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/atomizacao_elementos.md:58;00_nucleo/prompts/compiler/atomizacao_elementos.md:87;01_core/src/compiler/layout/v_space.rs:1;01_core/src/compiler/layout/v_space.rs:17
00_nucleo/prompts/compiler/lang.md	01_core/src/compiler/lang/equation_supplement.rs	5	01_core	b60e2267	00b0b7be	1	contratos de múltiplos geradores lang-aware	owner de equation_supplement.rs	default linguístico para texto gerado e fallback determinístico	A	00_nucleo/prompts/compiler/lang/equation_supplement.md	00_nucleo/prompts/_nuclei/language-text-defaults.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lang.md:19;00_nucleo/prompts/compiler/lang.md:88;01_core/src/compiler/lang/equation_supplement.rs:1;01_core/src/compiler/lang/equation_supplement.rs:18
00_nucleo/prompts/compiler/lang.md	01_core/src/compiler/lang/figure_supplement.rs	5	01_core	b60e2267	6c8ac553	1	contratos de múltiplos geradores lang-aware	Supplement automático por lang em figure (Passo 158B,	default linguístico para texto gerado e fallback determinístico	A	00_nucleo/prompts/compiler/lang/figure_supplement.md	00_nucleo/prompts/_nuclei/language-text-defaults.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lang.md:19;00_nucleo/prompts/compiler/lang.md:88;01_core/src/compiler/lang/figure_supplement.rs:1;01_core/src/compiler/lang/figure_supplement.rs:84
00_nucleo/prompts/compiler/lang.md	01_core/src/compiler/lang/mod.rs	5	01_core	b60e2267	f4ab393c	1	contratos de múltiplos geradores lang-aware	Regras lang-aware (ADR-0057 / ADR-0060 Fase 1).	default linguístico para texto gerado e fallback determinístico	A	00_nucleo/prompts/compiler/lang.md	00_nucleo/prompts/_nuclei/language-text-defaults.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lang.md:19;00_nucleo/prompts/compiler/lang.md:88;01_core/src/compiler/lang/mod.rs:1;01_core/src/compiler/lang/mod.rs:14
00_nucleo/prompts/compiler/lang.md	01_core/src/compiler/lang/outline_title.rs	5	01_core	b60e2267	6a0bf427	1	contratos de múltiplos geradores lang-aware	**P1034** — título por defeito do `outline()`, localizado por língua.	default linguístico para texto gerado e fallback determinístico	A	00_nucleo/prompts/compiler/lang/outline_title.md	00_nucleo/prompts/_nuclei/language-text-defaults.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lang.md:19;00_nucleo/prompts/compiler/lang.md:88;01_core/src/compiler/lang/outline_title.rs:1;01_core/src/compiler/lang/outline_title.rs:48
