path	expected_sha256	observed_sha256	status
/tmp/p1268/oracle_v3/coincidence.tsv	9ee02c4cd7579a1bcfe81c74ec9d5e49b4052d5c063650d6bb3d05061dc9e147	9ee02c4cd7579a1bcfe81c74ec9d5e49b4052d5c063650d6bb3d05061dc9e147	PASS
/tmp/p1268/oracle_v3/degenerates.tsv	e8ebee0d89021dc9fd7c80a37fbb43a3eb59df1d6825b116f1457dc4d689ec8b	e8ebee0d89021dc9fd7c80a37fbb43a3eb59df1d6825b116f1457dc4d689ec8b	PASS
/tmp/p1268/oracle_v3/determinism.tsv	cf15d0a25cad0f905b59a9a37c56c912c14da4992f4c02977d63274950c9c837	cf15d0a25cad0f905b59a9a37c56c912c14da4992f4c02977d63274950c9c837	PASS
/tmp/p1268/oracle_v3/opaque.tsv	cfb4fcd25d200bd7c822305d852d2551e4f15423d32c80ccc26ea5f4f75a6ac1	cfb4fcd25d200bd7c822305d852d2551e4f15423d32c80ccc26ea5f4f75a6ac1	PASS
/tmp/p1268/oracle_v3/receipt.tsv	934c4d1341d753cec4a7fcd8a27209d7c4d17baf0507877a38210669df9d78c9	934c4d1341d753cec4a7fcd8a27209d7c4d17baf0507877a38210669df9d78c9	PASS
/tmp/p1268/adversary/attacks.tsv	86393124a5209ab8376224a1a84a22d3275220a0869c4ce8bab530df35e3af8b	86393124a5209ab8376224a1a84a22d3275220a0869c4ce8bab530df35e3af8b	PASS
/tmp/p1268/adversary/opaque-cases.tsv	f7e48b49ec4c4ec930fe497389118e826d7f03af676816170ab4c9cfd83b0bc5	f7e48b49ec4c4ec930fe497389118e826d7f03af676816170ab4c9cfd83b0bc5	PASS
/tmp/p1268/adversary/mutation-schema.tsv	82f3a77f8a720fa2d29ef37a0062ec8459606a568cc590aba69e52ac6f092109	82f3a77f8a720fa2d29ef37a0062ec8459606a568cc590aba69e52ac6f092109	PASS
/tmp/p1268/adversary/attack_runner.py	f290e57f38db6604087225e0d4038a29a6f43dfafbd86c877d6409115dcd62a9	f290e57f38db6604087225e0d4038a29a6f43dfafbd86c877d6409115dcd62a9	PASS
/tmp/p1268/adversary/receipt.tsv	56cf0cff1acf2eb72b2515108c493982dc10b0a66a628213aec15c3275cde66e	56cf0cff1acf2eb72b2515108c493982dc10b0a66a628213aec15c3275cde66e	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-generalization-matrix.tsv	091d50354eb2b206d595c88a96b76eb8b9d8e8a881b2f0d3f5901edf9cce5406	091d50354eb2b206d595c88a96b76eb8b9d8e8a881b2f0d3f5901edf9cce5406	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-corpus.tsv	54b5f0fdb0153321544a9d0e147867ea0473ecd9cedfc6d959e3c0a1c9522894	54b5f0fdb0153321544a9d0e147867ea0473ecd9cedfc6d959e3c0a1c9522894	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-oracle-budgets.tsv	b8153842849d7a5f74d1af0a006407d5e3ebebc1ece44c1456379ae396686b46	b8153842849d7a5f74d1af0a006407d5e3ebebc1ece44c1456379ae396686b46	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-cost.tsv	dc10bff135b228b521376b39e4266c1656f6b650a72576253404a85ca74c93ad	dc10bff135b228b521376b39e4266c1656f6b650a72576253404a85ca74c93ad	PASS
/repos/Antigravity/typst-crystalline/lab/typst-original/crates/typst-library/src/visualize/gradient.rs	ed7a1be4e398fa47dff9ede8aa31c939514e341f9e47ac5099787d422f67967c	ed7a1be4e398fa47dff9ede8aa31c939514e341f9e47ac5099787d422f67967c	PASS
/usr/local/bin/typst	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	PASS
/repos/Antigravity/typst-crystalline/typst-passo-1268.md	c9f8ff5bca9131c307baaf88f3f0a1c2d80cac775623ab4c521f4231db969188	c9f8ff5bca9131c307baaf88f3f0a1c2d80cac775623ab4c521f4231db969188	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-final-manifest.tsv	d89db14418a432525e20e0191e91cb4a299c233bb0d342a539ac77da5f1c1389	d89db14418a432525e20e0191e91cb4a299c233bb0d342a539ac77da5f1c1389	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-verifier-verdict.tsv	a9ced04fecaab28a04e2af0dfabdc7af9b7b2712ddc24143021accd590f74842	a9ced04fecaab28a04e2af0dfabdc7af9b7b2712ddc24143021accd590f74842	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-author-contract-v2.tsv	0ba5d409aa2784184c2604282abb85715e7c6edd00d151f07474c9fefaeb4ce8	0ba5d409aa2784184c2604282abb85715e7c6edd00d151f07474c9fefaeb4ce8	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-author-unknown-v2.tsv	afee37521719a849d359f0c1caeab132de532319a3c1dfa74af539e3be3deb76	afee37521719a849d359f0c1caeab132de532319a3c1dfa74af539e3be3deb76	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-author-observables.tsv	6690eeae86985c65f39d132dd43cb615c267815340dc1c180fbe03c4bc27bb2e	6690eeae86985c65f39d132dd43cb615c267815340dc1c180fbe03c4bc27bb2e	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-evidence-derivation.tsv	14601fbefb87b50bc69482ed8f62c1446842f32293ccf3ffe3afab0efb83fa5c	14601fbefb87b50bc69482ed8f62c1446842f32293ccf3ffe3afab0efb83fa5c	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-r1-comparison.tsv	8432e7dd96cc04d8df4387094e54cb8d591807b0b76a3a1e7a7a5bf4c39ae7cd	8432e7dd96cc04d8df4387094e54cb8d591807b0b76a3a1e7a7a5bf4c39ae7cd	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-final-certificate.tsv	dce8aabec0d6bbf8b714d75f8cfc22e38f83539d04f1c8d034110c8dfa1067ec	dce8aabec0d6bbf8b714d75f8cfc22e38f83539d04f1c8d034110c8dfa1067ec	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/prompts/infra/export/svg.md	41c5d785d9e4ecdb184fd5e6344dd7422d874e826e3bdeac2ddb2d6617530d29	41c5d785d9e4ecdb184fd5e6344dd7422d874e826e3bdeac2ddb2d6617530d29	PASS
/repos/Antigravity/typst-crystalline/00_nucleo/prompts/infra/export/gradients/adaptive.md	4e2e19b5af1aab3c33596166fbcef647df1aceed1739bab395d432126f46d737	4e2e19b5af1aab3c33596166fbcef647df1aceed1739bab395d432126f46d737	PASS
