pair	scenario	t	system	argv	binary_sha256	exit_status	stdout_sha256	stderr_sha256
Linear/Hsl	alpha-last	0.500000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	alpha-last	0.500000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	alpha-last	0.750000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	23adbd49aa0c647d7534276c753e9b672076f4d4d539f77fcb75288d77950dec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	alpha-last	0.750000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	23adbd49aa0c647d7534276c753e9b672076f4d4d539f77fcb75288d77950dec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	alpha-last	0.999999000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	alpha-last	0.999999000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	alpha-last	1.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	alpha-last	1.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.000001000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.000001000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.250000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9e91febc44055b3657e5124a4d6a479b2c96c0a59ec8fb302582ba6a309bf45c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.250000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9e91febc44055b3657e5124a4d6a479b2c96c0a59ec8fb302582ba6a309bf45c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.500000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	e713aeec6d261fa50266768e81a85bfa20ce2736da1c27860c9c66f7f189051c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.500000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	e713aeec6d261fa50266768e81a85bfa20ce2736da1c27860c9c66f7f189051c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.750000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	6551f66ea0d8831cfca5e313e543e259f1e0c94dbfb4fc0844d6dd841e7eadb2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.750000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	6551f66ea0d8831cfca5e313e543e259f1e0c94dbfb4fc0844d6dd841e7eadb2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.999999000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	0.999999000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	1.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	low-chroma	1.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.000001000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.000001000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.250000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	56e3f4dd6dc8c100913a9a2428d0585abc9f42eafe68daa6992d9166f325b3f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.250000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	56e3f4dd6dc8c100913a9a2428d0585abc9f42eafe68daa6992d9166f325b3f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.500000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	ad61faa0a17b9b9d5d7d70b6082801a271739ae2f18783e35a95ee6630fe8674	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.500000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	ad61faa0a17b9b9d5d7d70b6082801a271739ae2f18783e35a95ee6630fe8674	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.750000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	7f9f31bec20becefb0fa88d700f71cf3b15be17a06739493810119be96f5a2ab	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsl	no-wrap	0.750000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	7f9f31bec20becefb0fa88d700f71cf3b15be17a06739493810119be96f5a2ab	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
